t,plant,axis,organ,AA_consumption_mstruct,C_exudation,Export_Amino_Acids,Export_Nitrates,Export_cytokinins,HATS_LATS,N_exudation,Nstruct,RGR_Structure,R_Nnit_red,R_Nnit_upt,R_grain_growth_starch,R_grain_growth_struct,R_min_upt,R_residual,Respi_growth,S_Amino_Acids,S_Proteins,S_cytokinins,S_grain_starch,S_grain_structure,Total_Organic_Nitrogen,Unloading_Amino_Acids,Unloading_Sucrose,Uptake_Nitrates,age_from_flowering,amino_acids,cytokinins,delta_mstruct_growth,mstruct,nitrates,proteins,rate_mstruct_death,regul_transpiration,senesced_mstruct,starch,structure,sucrose,sucrose_consumption_mstruct,sum_respi
110,1,MS,roots,0.00225959,4.42422181,0.00753632,0.00673074,0.00087619,0.72202023,0.35829248,0.00018698,NA,0.04494432,0.02314175,NA,NA,NA,0.02725772,0.07803130,0.60761913,NA,0.28947841,NA,NA,16.64868274,0.93841109,22.12110906,0.05829157,NA,3.29263437,10.20975328,0.00000633,0.03735754,26.19894028,NA,0.00000000,0.00001429,0.00000000,NA,NA,40.65769121,0.22659205,0.09534380
111,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.07429914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.88138576,NA,NA
111,1,MS,roots,0.00226886,4.15886621,0.00995301,0.00880545,0.00114612,0.72125776,0.33874678,0.00018702,NA,0.04496950,0.02318524,NA,NA,NA,0.02736473,0.07835146,0.60785618,NA,0.29105538,NA,NA,16.68177034,0.88361598,20.79433104,0.05840112,NA,3.32345311,10.21940052,0.00000635,0.03736389,26.22564947,NA,0.00000000,0.00001867,0.00000000,NA,NA,40.80274039,0.22752174,0.09551948
112,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.04054466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.89144871,NA,NA
112,1,MS,roots,0.00223073,3.94372102,0.00669396,0.00587312,0.00076439,0.71833944,0.32347342,0.00018705,NA,0.04485751,0.02314604,NA,NA,NA,0.02739216,0.07703449,0.60624102,NA,0.29146334,NA,NA,16.71699955,0.83963208,19.71860509,0.05830237,NA,3.35645159,10.22945278,0.00000625,0.03737013,26.25526614,NA,0.00000000,0.00001244,0.00000000,NA,NA,40.92116301,0.22369744,0.09539571
113,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.00713119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.90048570,NA,NA
113,1,MS,roots,0.00220317,3.77816275,0.00690643,0.00600665,0.00078165,0.71605970,0.31209928,0.00018708,NA,0.04477926,0.02311688,NA,NA,NA,0.02743351,0.07608286,0.60508360,NA,0.29186824,NA,NA,16.75115617,0.80615098,18.89081376,0.05822893,NA,3.38840505,10.23950997,0.00000617,0.03737630,26.28472771,NA,0.00000000,0.00001271,0.00000000,NA,NA,41.01882478,0.22093406,0.09532965
114,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.97524689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.96561193,NA,NA
114,1,MS,roots,0.00221370,3.62788254,0.00949607,0.00819018,0.00106565,0.71571947,0.30167500,0.00018711,NA,0.04481232,0.02313844,NA,NA,NA,0.02752038,0.07644652,0.60542998,NA,0.29274444,NA,NA,16.78199170,0.77564857,18.13941272,0.05828322,NA,3.41702687,10.24932299,0.00000620,0.03738250,26.31205399,NA,0.00000000,0.00001731,0.00000000,NA,NA,41.09247434,0.22199008,0.09547115
115,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.94415235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.01008571,NA,NA
115,1,MS,roots,0.00222226,3.49770335,0.01157096,0.00990640,0.00128885,0.71542256,0.29267921,0.00018714,NA,0.04483992,0.02315126,NA,NA,NA,0.02759351,0.07674210,0.60570201,NA,0.29336832,NA,NA,16.81013424,0.74967188,17.48851673,0.05831552,NA,3.44294715,10.25894267,0.00000622,0.03738872,26.33769203,NA,0.00000000,0.00002092,0.00000000,NA,NA,41.14541561,0.22284838,0.09558469
116,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.91546270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.07292797,NA,NA
116,1,MS,roots,0.00225598,3.34806028,0.01435880,0.01221259,0.00158884,0.71643925,0.28180736,0.00018717,NA,0.04493905,0.02319328,NA,NA,NA,0.02768956,0.07790639,0.60693853,NA,0.29417459,NA,NA,16.83482789,0.71970922,16.74030142,0.05842135,NA,3.46538483,10.26830006,0.00000632,0.03739504,26.36109109,NA,0.00000000,0.00002576,0.00000000,NA,NA,41.17109380,0.22622933,0.09582188
117,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.98080168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.46491990,NA,NA
117,1,MS,roots,0.00228480,3.41577112,0.03484613,0.02947205,0.00383435,0.71777062,0.28750292,0.00018720,NA,0.04503201,0.02324836,NA,NA,NA,0.02777869,0.07890184,0.60808998,NA,0.29498918,NA,NA,16.83973016,0.74331817,17.07885560,0.05856011,NA,3.46800229,10.27544282,0.00000640,0.03740144,26.36730569,NA,0.00000000,0.00006211,0.00000000,NA,NA,41.20271920,0.22911998,0.09605906
118,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.03913787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.32878262,NA,NA
118,1,MS,roots,0.00237473,3.97110195,0.07902489,0.06680443,0.00869534,0.72289669,0.32965735,0.00018724,NA,0.04532169,0.02346067,NA,NA,NA,0.02795070,0.08200718,0.61189284,NA,0.29779296,NA,NA,16.80294330,0.85020859,19.85550976,0.05909488,NA,3.42884071,10.27781197,0.00000665,0.03740809,26.33649815,NA,0.00000000,0.00014076,0.00000000,NA,NA,41.30433003,0.23813745,0.09673305
119,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.17145917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.04623484,NA,NA
119,1,MS,roots,0.00263323,4.96636622,0.14685734,0.12542887,0.01634883,0.73725806,0.39793401,0.00018727,NA,0.04612400,0.02402908,NA,NA,NA,0.02833368,0.09093435,0.62260222,NA,0.30510266,NA,NA,16.70333257,1.04582440,24.83183108,0.06052666,NA,3.32659674,10.27277591,0.00000737,0.03741546,26.24797452,NA,0.00000000,0.00026459,0.00000000,NA,NA,41.51717922,0.26406070,0.09848676
120,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.30862711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.58323610,NA,NA
120,1,MS,roots,0.00326318,6.01098674,0.15058868,0.13215138,0.01727469,0.76951529,0.46397974,0.00018732,NA,0.04804717,0.02521964,NA,NA,NA,0.02916612,0.11268845,0.64840368,NA,0.32059701,NA,NA,16.60606655,1.25015888,30.05493370,0.06352555,NA,3.22606754,10.26736545,0.00000914,0.03742460,26.15467076,NA,0.00000000,0.00027971,0.00000000,NA,NA,41.79460325,0.32723159,0.10243293
121,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.40729529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.90344631,NA,NA
121,1,MS,roots,0.00410926,6.71326652,0.11838382,0.10677736,0.01400024,0.81247325,0.50472429,0.00018738,NA,0.05066991,0.02676271,NA,NA,NA,0.03031729,0.14190646,0.68358781,NA,0.34075781,NA,NA,16.54584234,1.38383508,33.56633261,0.06741238,NA,3.16173407,10.26595898,0.00001151,0.03743610,26.08925055,NA,0.00000000,0.00022681,0.00000000,NA,NA,42.05377888,0.41207662,0.10774992
122,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.47829418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.56401888,NA,NA
122,1,MS,roots,0.00471126,7.30869124,0.10011183,0.09192355,0.01208123,0.84360883,0.53870871,0.00018744,NA,0.05257821,0.02792805,NA,NA,NA,0.03117989,0.16269562,0.70908283,NA,0.35631981,NA,NA,16.50771883,1.49366871,36.54345620,0.07034772,NA,3.11889930,10.26703534,0.00001319,0.03744929,26.04060956,NA,0.00000000,0.00019575,0.00000000,NA,NA,42.31428161,0.47244545,0.11168615
123,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.49815299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.43659033,NA,NA
123,1,MS,roots,0.00516532,7.43358402,0.06220721,0.05780533,0.00761217,0.86633069,0.54446831,0.00018752,NA,0.05401028,0.02879496,NA,NA,NA,0.03183634,0.17837588,0.72811486,NA,0.36823538,NA,NA,16.50887562,1.51387317,37.16792011,0.07253139,NA,3.11489076,10.27302416,0.00001446,0.03746376,26.02756071,NA,0.00000000,0.00012332,0.00000000,NA,NA,42.52736441,0.51797875,0.11464157
124,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.48075142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.66182664,NA,NA
124,1,MS,roots,0.00533113,7.00705836,0.02914210,0.02710272,0.00357293,0.87326192,0.51619225,0.00018759,NA,0.05449030,0.02908895,NA,NA,NA,0.03208858,0.18410164,0.73429342,NA,0.37267961,NA,NA,16.54143286,1.43153218,35.03529180,0.07327192,NA,3.14211687,10.28323688,0.00001493,0.03747868,26.04577603,NA,0.00000000,0.00005785,0.00000000,NA,NA,42.65270646,0.53460558,0.11566782
125,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.43859657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.96382628,NA,NA
125,1,MS,roots,0.00518625,6.49668413,0.01295022,0.01194723,0.00157546,0.86405933,0.48403513,0.00018766,NA,0.05397557,0.02881372,NA,NA,NA,0.03191393,0.17909838,0.72707539,NA,0.36968207,NA,NA,16.58759247,1.33545470,32.48342065,0.07257863,NA,3.18309024,10.29535789,0.00001452,0.03749321,26.07877306,NA,0.00000000,0.00002548,0.00000000,NA,NA,42.72320485,0.52007680,0.11470322
126,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.39650864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.34152296,NA,NA
126,1,MS,roots,0.00493120,5.94035574,0.01055700,0.00962520,0.00126914,0.84971257,0.44796365,0.00018773,NA,0.05312870,0.02834045,NA,NA,NA,0.03159263,0.17029065,0.71540421,NA,0.36387593,NA,NA,16.63306854,1.22796931,29.70177872,0.07138652,NA,3.22363511,10.30759185,0.00001381,0.03750701,26.11337714,NA,0.00000000,0.00002050,0.00000000,NA,NA,42.74797570,0.49450039,0.11306178
127,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.35409640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.82670870,NA,NA
127,1,MS,roots,0.00451008,5.54693284,0.00880773,0.00793865,0.00104662,0.82752814,0.42323049,0.00018780,NA,0.05179338,0.02760787,NA,NA,NA,0.03103515,0.15574818,0.69718873,NA,0.35478477,NA,NA,16.67771712,1.15199078,27.73466421,0.06954123,NA,3.26377361,10.31972663,0.00001263,0.03751964,26.14853357,NA,0.00000000,0.00001689,0.00000000,NA,NA,42.77558781,0.45227106,0.11043639
128,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.31317168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.44497657,NA,NA
128,1,MS,roots,0.00387716,5.22876084,0.01047393,0.00933492,0.00123049,0.79552711,0.40274307,0.00018785,NA,0.04985006,0.02657229,NA,NA,NA,0.03019214,0.13389134,0.67083568,NA,0.34205535,NA,NA,16.71817256,1.09007435,26.14380422,0.06693273,NA,3.30035189,10.33121702,0.00001086,0.03753050,26.18069571,NA,0.00000000,0.00001983,0.00000000,NA,NA,42.84803858,0.38880185,0.10661449
129,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.27410578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.15833553,NA,NA
129,1,MS,roots,0.00354450,4.91030866,0.00958130,0.00845414,0.00111426,0.77860873,0.38165801,0.00018790,NA,0.04884997,0.02603948,NA,NA,NA,0.02979159,0.12240325,0.65720359,NA,0.33579103,NA,NA,16.75746030,1.02718875,24.55154328,0.06559064,NA,3.33609513,10.34260322,0.00000992,0.03754042,26.21292920,NA,0.00000000,0.00001794,0.00000000,NA,NA,42.92129693,0.35544204,0.10468104
130,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.23594106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.92443344,NA,NA
130,1,MS,roots,0.00348014,4.64403464,0.00882094,0.00770909,0.00101593,0.77465321,0.36440223,0.00018795,NA,0.04865477,0.02592360,NA,NA,NA,0.02976923,0.12018068,0.65440758,NA,0.33472149,NA,NA,16.79609477,0.97458348,23.22017322,0.06529874,NA,3.37124947,10.35405923,0.00000974,0.03755017,26.24573565,NA,0.00000000,0.00001634,0.00000000,NA,NA,42.96406024,0.34898800,0.10434760
131,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.19962596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.73973230,NA,NA
131,1,MS,roots,0.00344763,4.37764926,0.00793996,0.00687524,0.00090591,0.77237353,0.34697359,0.00018800,NA,0.04855650,0.02584553,NA,NA,NA,0.02978272,0.11905800,0.65291807,NA,0.33394416,NA,NA,16.83423785,0.92162316,21.88824631,0.06510209,NA,3.40594492,10.36560743,0.00000965,0.03755982,26.27924984,NA,0.00000000,0.00001455,0.00000000,NA,NA,42.97166319,0.34572789,0.10418476
132,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.16417241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.57703729,NA,NA
132,1,MS,roots,0.00337234,4.16235346,0.00770056,0.00660823,0.00087059,0.76828162,0.33329187,0.00018804,NA,0.04833874,0.02569602,NA,NA,NA,0.02973085,0.11645818,0.64982659,NA,0.33212424,NA,NA,16.87143760,0.87914782,20.81176728,0.06472549,NA,3.43977233,10.37713252,0.00000944,0.03756926,26.31278120,NA,0.00000000,0.00001397,0.00000000,NA,NA,42.95798767,0.33817837,0.10376561
133,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.13289123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.46173630,NA,NA
133,1,MS,roots,0.00329037,3.88144849,0.00736223,0.00626353,0.00082504,0.76399926,0.31407852,0.00018809,NA,0.04810113,0.02552499,NA,NA,NA,0.02965880,0.11362748,0.64647382,NA,0.32985683,NA,NA,16.90747628,0.82296935,19.40724247,0.06429468,NA,3.47252064,10.38862974,0.00000921,0.03757848,26.34636798,NA,0.00000000,0.00001322,0.00000000,NA,NA,42.91414123,0.32995842,0.10328492
134,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.10448387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.43347596,NA,NA
134,1,MS,roots,0.00291849,3.64575573,0.00641809,0.00541508,0.00071316,0.74649201,0.29793122,0.00018813,NA,0.04703615,0.02492286,NA,NA,NA,0.02918345,0.10078514,0.63202318,NA,0.32214815,NA,NA,16.94276572,0.77586883,18.22877867,0.06277799,NA,3.50489159,10.39995966,0.00000817,0.03758665,26.37984304,NA,0.00000000,0.00001142,0.00000000,NA,NA,42.88902224,0.29266603,0.10114247
135,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.07724935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.47499468,NA,NA
135,1,MS,roots,0.00260360,3.44667756,0.00420083,0.00351571,0.00046293,0.73172206,0.28441372,0.00018817,NA,0.04614914,0.02442114,NA,NA,NA,0.02879678,0.08991100,0.61998422,NA,0.31585522,NA,NA,16.97883988,0.73594997,17.23338782,0.06151420,NA,3.53836215,10.41131168,0.00000729,0.03759394,26.41441720,NA,0.00000000,0.00000740,0.00000000,NA,NA,42.87976564,0.26108904,0.09936706
136,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.05036143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.54738282,NA,NA
136,1,MS,roots,0.00246864,3.32967604,0.00727235,0.00603635,0.00079467,0.72517526,0.27711698,0.00018820,NA,0.04577595,0.02419531,NA,NA,NA,0.02866467,0.08525034,0.61485754,NA,0.31311095,NA,NA,17.01107418,0.71320808,16.64838020,0.06094536,NA,3.56812781,10.42223560,0.00000691,0.03760085,26.44609860,NA,0.00000000,0.00001270,0.00000000,NA,NA,42.87254372,0.24755512,0.09863593
137,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.02536067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.66577071,NA,NA
137,1,MS,roots,0.00236386,3.15321029,0.00641954,0.00529018,0.00069633,0.71998359,0.26472962,0.00018823,NA,0.04548602,0.02400954,NA,NA,NA,0.02856382,0.08163211,0.61085573,NA,0.31083215,NA,NA,17.04314581,0.67755855,15.76605146,0.06047742,NA,3.59783558,10.43317938,0.00000662,0.03760747,26.47821742,NA,0.00000000,0.00001111,0.00000000,NA,NA,42.85403403,0.23704830,0.09805938
138,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.00225673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.82992754,NA,NA
138,1,MS,roots,0.00227252,2.96829091,0.00410819,0.00336148,0.00044239,0.71540211,0.25155035,0.00018827,NA,0.04523356,0.02383748,NA,NA,NA,0.02847706,0.07847780,0.60736256,NA,0.30867455,NA,NA,17.07648623,0.63987243,14.84145457,0.06004402,NA,3.62890348,10.44430271,0.00000636,0.03761383,26.51197206,NA,0.00000000,0.00000705,0.00000000,NA,NA,42.82101394,0.22788863,0.09754810
139,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.97976083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.03013341,NA,NA
139,1,MS,roots,0.00217597,2.82830245,0.00270492,0.00219705,0.00028908,0.71062921,0.24200898,0.00018830,NA,0.04496857,0.02365611,NA,NA,NA,0.02838401,0.07514341,0.60370672,NA,0.30637267,NA,NA,17.11039385,0.61153705,14.14151223,0.05958717,NA,3.66063513,10.45549832,0.00000609,0.03761992,26.54657771,NA,0.00000000,0.00000460,0.00000000,NA,NA,42.78098849,0.21820601,0.09700869
140,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.95864663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.26768129,NA,NA
140,1,MS,roots,0.00208056,2.68461462,0.00197509,0.00159236,0.00020947,0.70593048,0.23196248,0.00018833,NA,0.04470677,0.02347399,NA,NA,NA,0.02829110,0.07184876,0.60009904,NA,0.30402699,NA,NA,17.14417756,0.58221270,13.42307309,0.05912844,NA,3.69233828,10.46669099,0.00000583,0.03762575,26.58147108,NA,0.00000000,0.00000333,0.00000000,NA,NA,42.73322756,0.20863882,0.09647186
141,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.02610103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.79764780,NA,NA
141,1,MS,roots,0.00197357,3.13499654,0.04164182,0.03332705,0.00438302,0.70154793,0.27020799,0.00018835,NA,0.04443505,0.02334198,NA,NA,NA,0.02821536,0.06815384,0.59636422,NA,0.30242073,NA,NA,17.14008522,0.67282139,15.67498270,0.05879592,NA,3.68627237,10.47364163,0.00000553,0.03763128,26.58438565,NA,0.00000000,0.00006965,0.00000000,NA,NA,42.76872408,0.19790929,0.09599240
142,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15888659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.08458942,NA,NA
142,1,MS,roots,0.00191060,4.12294970,0.14273573,0.11443386,0.01505817,0.70083258,0.34389020,0.00018838,NA,0.04430718,0.02340589,NA,NA,NA,0.02819190,0.06597932,0.59456352,NA,0.30327424,NA,NA,17.03912675,0.86526474,20.61474850,0.05895691,NA,3.58340330,10.46992134,0.00000535,0.03763663,26.50627707,NA,0.00000000,0.00023914,0.00000000,NA,NA,42.96194429,0.19159476,0.09590497
143,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.40376797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.75017415,NA,NA
143,1,MS,roots,0.00189889,5.56436014,0.24436864,0.20094916,0.02651108,0.70400120,0.43442734,0.00018841,NA,0.04434348,0.02370230,NA,NA,NA,0.02814920,0.06557504,0.59496652,NA,0.30728401,NA,NA,16.84393985,1.15858679,27.82180070,0.05970351,NA,3.38631751,10.45487426,0.00000532,0.03764194,26.34225115,NA,0.00000000,0.00042118,0.00000000,NA,NA,43.37362855,0.19042079,0.09619497
144,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.65097300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.23812943,NA,NA
144,1,MS,roots,0.00193983,6.94738325,0.23327996,0.20174789,0.02674369,0.70883089,0.50669331,0.00018843,NA,0.04453090,0.02415132,NA,NA,NA,0.02807549,0.06698887,0.59739506,NA,0.31423351,NA,NA,16.66769517,1.43944362,34.73691625,0.06083455,NA,3.20813300,10.43982645,0.00000543,0.03764737,26.17837810,NA,0.00000000,0.00042548,0.00000000,NA,NA,43.98741598,0.19452636,0.09675771
145,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.79781997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.86648416,NA,NA
145,1,MS,roots,0.00221274,7.97071515,0.15207891,0.13798012,0.01837865,0.72139604,0.55560641,0.00018846,NA,0.04532760,0.02492381,NA,NA,NA,0.02835666,0.07641318,0.60798289,NA,0.32661885,NA,NA,16.57872079,1.63614301,39.85357576,0.06278039,NA,3.11694588,10.43357812,0.00000620,0.03765357,26.07976861,NA,0.00000000,0.00029282,0.00000000,NA,NA,44.71562465,0.22189325,0.09860807
146,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.92496210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.43176929,NA,NA
146,1,MS,roots,0.00265618,8.84619220,0.14183922,0.13197709,0.01763496,0.74052623,0.59103278,0.00018850,NA,0.04655941,0.02596863,NA,NA,NA,0.02900934,0.09172690,0.62438192,NA,0.34290798,NA,NA,16.50514041,1.79389470,44.23096101,0.06541215,NA,3.04070931,10.42864134,0.00000744,0.03766101,25.98903138,NA,0.00000000,0.00028114,0.00000000,NA,NA,45.51134846,0.26636216,0.10153737
147,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.96300522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.80801743,NA,NA
147,1,MS,roots,0.00323003,9.16066989,0.07599383,0.07224579,0.00968270,0.76315698,0.60027201,0.00018855,NA,0.04809968,0.02713682,NA,NA,NA,0.02982480,0.11154380,0.64488283,NA,0.36139183,NA,NA,16.49968104,1.83608677,45.80334945,0.06835471,NA,3.03201991,10.43236631,0.00000904,0.03767005,25.96027296,NA,0.00000000,0.00015444,0.00000000,NA,NA,46.27124545,0.32390770,0.10506130
